FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBtr0088240	Taf5-RA	FBgn0010356	Taf5
FBtr0339471	Pex6-RC	FBgn0033564	Pex6
FBtr0339472	Pex6-RD	FBgn0033564	Pex6
FBtr0100230	CG18003-RB	FBgn0061356	CG18003
FBtr0089729	CG18004-RB	FBgn0033566	CG18004
FBtr0339473	CG18004-RD	FBgn0033566	CG18004
FBtr0089728	CG18004-RA	FBgn0033566	CG18004
FBtr0304339	mir-1008-RM	FBgn0262412	mir-1008
FBtr0472822	mir-1008-RB	FBtr0472822_df_nrg	FBtr0472822_df_nrg
FBtr0304340	mir-1008-RA	FBtr0304340_df_nrg	FBtr0304340_df_nrg
FBtr0339521	CG30020-RC	FBgn0050020	CG30020
FBtr0088235	CG30020-RA	FBgn0050020	CG30020
FBtr0088239	cag-RA	FBgn0017414	cag
FBtr0331937	cag-RB	FBgn0017414	cag
FBtr0088236	CG12942-RA	FBgn0033569	CG12942
FBtr0331936	ND-B14-RB	FBgn0033570	ND-B14
FBtr0088238	ND-B14-RA	FBgn0033570	ND-B14
FBtr0331935	Rpb5-RB	FBgn0033571	Rpb5
FBtr0088237	Rpb5-RA	FBgn0033571	Rpb5
FBtr0339474	polyph-RC	FBgn0033572	polyph
FBtr0088198	polyph-RA	FBgn0033572	polyph
FBti0019041-RA	FBti0019041	FBti0019041	FBti0019041
FBtr0088200	Obp47a-RB	FBgn0033573	Obp47a
FBtr0088199	Obp47a-RA	FBgn0033573	Obp47a
FBtr0345584	Spn47C-RC	FBgn0033574	Spn47C
FBti0062303-RA	FBti0062303	FBti0062303	FBti0062303
FBtr0300862	Spn47C-RB	FBgn0033574	Spn47C
FBtr0088211	Spn47C-RA	FBgn0033574	Spn47C
FBtr0345362	lncRNA:CR45228-RA	FBgn0266763	lncRNA:CR45228
FBti0018862-RA	FBti0018862	FBti0018862	FBti0018862
FBtr0333066	luna-RC	FBgn0040765	luna
FBti0018865-RA	FBti0018865	FBti0018865	FBti0018865
FBtr0345675	luna-RD	FBgn0040765	luna
FBtr0088210	luna-RB	FBgn0040765	luna
FBti0019019-RA	FBti0019019	FBti0019019	FBti0019019
FBti0018986-RA	FBti0018986	FBti0018986	FBti0018986
FBtr0306049	CG43188-RA	FBgn0262817	CG43188
FBtr0475066	lncRNA:CR46409-RA	FBgn0286890	lncRNA:CR46409
FBtr0345674	Cyp12d1-p-RB	FBgn0050489	Cyp12d1-p
FBtr0089419	Cyp12d1-p-RA	FBgn0050489	Cyp12d1-p
FBtr0475149	CR46420-RA	FBgn0286920	CR46420
FBtr0089418	Cyp12d1-d-RA	FBgn0053503	Cyp12d1-d
FBtr0475148	CR46421-RA	FBgn0286921	CR46421
FBti0019010-RA	FBti0019010	FBti0019010	FBti0019010
FBtr0088202	BBS4-RA	FBgn0033578	BBS4
FBtr0339487	BBS4-RB	FBgn0033578	BBS4
FBtr0330603	CG13229-RC	FBgn0033579	CG13229
FBtr0330602	CG13229-RB	FBgn0033579	CG13229
FBtr0088206	CG13229-RA	FBgn0033579	CG13229
FBti0062322-RA	FBti0062322	FBti0062322	FBti0062322
FBtr0088203	CG13231-RA	FBgn0033580	CG13231
FBtr0088205	CG12391-RA	FBgn0033581	CG12391
FBtr0088204	CG13230-RA	FBgn0040764	CG13230
FBti0062397-RA	FBti0062397	FBti0062397	FBti0062397
FBti0062400-RA	FBti0062400	FBti0062400	FBti0062400
FBti0062402-RA	FBti0062402	FBti0062402	FBti0062402
FBtr0330619	shn-RE	FBgn0003396	shn
FBti0062404-RA	FBti0062404	FBti0062404	FBti0062404
FBtr0330620	shn-RF	FBgn0003396	shn
FBtr0088101	shn-RD	FBgn0003396	shn
FBtr0088098	shn-RA	FBgn0003396	shn
FBtr0088099	shn-RB	FBgn0003396	shn
FBtr0088100	shn-RC	FBgn0003396	shn
FBti0018878-RA	FBti0018878	FBti0018878	FBti0018878
FBtr0339486	CG9084-RE	FBgn0033582	CG9084
FBtr0330635	CG9084-RC	FBgn0033582	CG9084
FBtr0088197	CG9084-RB	FBgn0033582	CG9084
FBtr0339485	CG9084-RD	FBgn0033582	CG9084
FBtr0088103	Syx6-RB	FBgn0037084	Syx6
FBtr0088102	Syx6-RE	FBgn0037084	Syx6
FBtr0088104	Syx6-RD	FBgn0037084	Syx6
FBtr0088105	CG7737-RA	FBgn0033584	CG7737
FBtr0339479	CG7737-RB	FBgn0033584	CG7737
FBtr0339484	metro-RD	FBgn0050021	metro
FBtr0114570	metro-RC	FBgn0050021	metro
FBtr0114569	metro-RB	FBgn0050021	metro
FBtr0088196	metro-RA	FBgn0050021	metro
FBtr0088195	CG13218-RA	FBgn0033587	CG13218
FBtr0088106	CG13228-RA	FBgn0033588	CG13228
FBtr0088107	CG13227-RA	FBgn0033589	CG13227
FBtr0112416	CG34223-RA	FBgn0085252	CG34223
FBtr0088194	CG13217-RA	FBgn0033590	CG13217
FBtr0112417	CG34224-RA	FBgn0085253	CG34224
FBtr0088193	CG13216-RA	FBgn0033591	CG13216
FBtr0088192	CG13215-RA	FBgn0033592	CG13215
FBtr0088191	Listericin-RA	FBgn0033593	Listericin
FBtr0088108	CG13226-RA	FBgn0033594	CG13226
FBtr0112418	CG34225-RA	FBgn0085254	CG34225
FBtr0088109	CR30029-RA	FBgn0050029	CR30029
FBtr0339480	CR30029-RB	FBgn0050029	CR30029
FBti0061544-RA	FBti0061544	FBti0061544	FBti0061544
FBtr0112420	CG34227-RA	FBgn0085256	CG34227
FBtr0304907	CG43112-RA	FBgn0262572	CG43112
FBtr0088111	Or47a-RA	FBgn0026386	Or47a
FBtr0088190	Cpr47Ea-RA	FBgn0033597	Cpr47Ea
FBtr0088112	Cpr47Eb-RA	FBgn0033598	Cpr47Eb
FBtr0088113	CG13223-RA	FBgn0033599	CG13223
FBtr0088189	Cpr47Ec-RA	FBgn0033600	Cpr47Ec
FBtr0088188	Cpr47Ed-RA	FBgn0033601	Cpr47Ed
FBtr0088114	Cpr47Ee-RA	FBgn0033602	Cpr47Ee
FBtr0302718	Cpr47Ef-RC	FBgn0033603	Cpr47Ef
FBtr0302719	Cpr47Ef-RD	FBgn0033603	Cpr47Ef
FBtr0345540	TpnC47D-RB	FBgn0010423	TpnC47D
FBtr0088184	TpnC47D-RA	FBgn0010423	TpnC47D
FBtr0088183	Cpr47Eg-RA	FBgn0086519	Cpr47Eg
FBtr0088182	CG9067-RA	FBgn0033605	CG9067
FBtr0332420	Vhl-RB	FBgn0041174	Vhl
FBtr0088115	Vhl-RA	FBgn0041174	Vhl
FBtr0332422	CG9062-RC	FBgn0033607	CG9062
FBtr0088181	CG9062-RB	FBgn0033607	CG9062
FBtr0332421	CG13220-RB	FBgn0033608	CG13220
FBtr0088116	CG13220-RA	FBgn0033608	CG13220
FBtr0088178	Fbl6-RC	FBgn0033609	Fbl6
FBtr0088180	Fbl6-RA	FBgn0033609	Fbl6
FBtr0088179	Fbl6-RB	FBgn0033609	Fbl6
FBtr0088177	CG18335-RA	FBgn0033610	CG18335
FBtr0088176	dare-RA	FBgn0015582	dare
FBtr0088117	CG30033-RB	FBgn0050033	CG30033
FBtr0303156	CG30033-RC	FBgn0050033	CG30033
FBtr0336733	CG18336-RB	FBgn0040763	CG18336
FBtr0088175	CG18336-RA	FBgn0040763	CG18336
FBtr0299856	CG42336-RE	FBgn0259238	CG42336
FBtr0299854	CG42336-RC	FBgn0259238	CG42336
FBtr0299855	CG42336-RD	FBgn0259238	CG42336
FBtr0303157	CG42336-RF	FBgn0259238	CG42336
FBtr0299853	CG42336-RB	FBgn0259238	CG42336
FBti0018961-RA	FBti0018961	FBti0018961	FBti0018961
FBtr0088118	CG7741-RA	FBgn0033615	CG7741
FBtr0088171	Obp47b-RA	FBgn0033614	Obp47b
FBtr0304676	CG7741-RB	FBgn0033615	CG7741
FBtr0339481	CG7741-RC	FBgn0033615	CG7741
FBtr0088170	Fpps-RA	FBgn0025373	Fpps
FBtr0088119	CG7745-RA	FBgn0033616	CG7745
FBtr0089380	nompA-RC	FBgn0016047	nompA
FBtr0089381	nompA-RB	FBgn0016047	nompA
FBtr0089379	nompA-RA	FBgn0016047	nompA
FBtr0339483	nompA-RF	FBgn0016047	nompA
FBtr0089382	nompA-RD	FBgn0016047	nompA
FBtr0339482	CG43114-RB	FBgn0262574	CG43114
FBtr0304945	CG43114-RA	FBgn0262574	CG43114
FBtr0088166	Or47b-RA	FBgn0026385	Or47b
FBtr0273343	sha-RB	FBgn0003382	sha
FBtr0332463	sha-RC	FBgn0003382	sha
FBtr0088120	sha-RA	FBgn0003382	sha
FBtr0088121	lambdaTry-RA	FBgn0043470	lambdaTry
FBtr0331940	kappaTry-RC	FBgn0043471	kappaTry
FBtr0088164	zetaTry-RA	FBgn0011556	zetaTry
FBtr0088163	etaTry-RA	FBgn0011554	etaTry
FBtr0088162	thetaTry-RA	FBgn0011555	thetaTry
FBtr0088161	alphaTry-RA	FBgn0003863	alphaTry
FBtr0088160	epsilonTry-RA	FBgn0010425	epsilonTry
FBtr0345928	betaTry-RB	FBgn0010357	betaTry
FBtr0088122	betaTry-RA	FBgn0010357	betaTry
FBti0063005-RA	FBti0063005	FBti0063005	FBti0063005
FBtr0088159	gammaTry-RA	FBgn0010359	gammaTry
FBtr0088123	CG30031-RA	FBgn0050031	CG30031
FBti0063006-RA	FBti0063006	FBti0063006	FBti0063006
FBtr0088158	CG30025-RA	FBgn0050025	CG30025
FBtr0088124	deltaTry-RA	FBgn0010358	deltaTry
FBtr0088157	CG13202-RA	FBgn0033623	CG13202
FBtr0088125	iotaTry-RA	FBgn0015001	iotaTry
FBtr0088156	tRNA:SeC-TCA-1-1-RA	FBgn0011987	tRNA:SeC-TCA-1-1
FBtr0088155	CG12384-RA	FBgn0033624	CG12384
FBtr0088154	ix-RA	FBgn0001276	ix
FBtr0088126	san-RA	FBgn0024188	san
FBtr0088127	Gr47b-RA	FBgn0041241	Gr47b
FBtr0088128	CG13204-RA	FBgn0033627	CG13204
FBtr0088129	CG13204-RB	FBgn0033627	CG13204
FBtr0345952	Tapdelta-RB	FBgn0021795	Tapdelta
FBtr0088153	Tapdelta-RA	FBgn0021795	Tapdelta
FBtr0304901	CG13203-RC	FBgn0033628	CG13203
FBtr0304902	CG13203-RD	FBgn0033628	CG13203
FBtr0088151	Tsp47F-RB	FBgn0033629	Tsp47F
FBtr0110897	Sod3-RD	FBgn0033631	Sod3
FBtr0433531	Sod3-RF	FBgn0033631	Sod3
FBtr0339489	Sod3-RE	FBgn0033631	Sod3
FBtr0089939	Sod3-RB	FBgn0033631	Sod3
FBtr0089938	Sod3-RA	FBgn0033631	Sod3
FBtr0088146	sprt-RA	FBgn0082585	sprt
FBtr0289990	CG30022-RB	FBgn0050022	CG30022
FBtr0088131	tRNA:Thr-TGT-2-1-RA	FBgn0050257	tRNA:Thr-TGT-2-1
FBtr0088145	tRNA:Thr-TGT-2-2-RA	FBgn0050506	tRNA:Thr-TGT-2-2
FBtr0344696	tRNA:Thr-TGT-2-3-RA	FBgn0266573	tRNA:Thr-TGT-2-3
FBtr0344697	tRNA:Thr-TGT-2-4-RA	FBgn0266574	tRNA:Thr-TGT-2-4
FBtr0088133	Smyd4-3-RA	FBgn0033633	Smyd4-3
FBtr0300922	CG30026-RB	FBgn0050026	CG30026
FBtr0100109	CG34054-RA	FBgn0054054	CG34054
FBtr0339488	Drip-RG	FBgn0015872	Drip
FBtr0331390	Drip-RF	FBgn0015872	Drip
FBtr0331387	Drip-RC	FBgn0015872	Drip
FBtr0088141	Drip-RA	FBgn0015872	Drip
FBtr0088142	Drip-RB	FBgn0015872	Drip
FBtr0331389	Drip-RE	FBgn0015872	Drip
FBtr0331388	Drip-RD	FBgn0015872	Drip
FBtr0473624	CG7763-RD	FBgn0040503	CG7763
FBtr0473623	CG7763-RC	FBgn0040503	CG7763
FBti0063007-RA	FBti0063007	FBti0063007	FBti0063007
FBtr0331391	lncRNA:CR43771-RA	FBgn0264271	lncRNA:CR43771
FBtr0339544	Prip-RD	FBgn0033635	Prip
FBtr0088136	Prip-RB	FBgn0033635	Prip
FBtr0088137	Prip-RA	FBgn0033635	Prip
FBtr0305074	Prip-RC	FBgn0033635	Prip
FBtr0114575	qvr-RB	FBgn0260499	qvr
FBtr0339545	qvr-RC	FBgn0260499	qvr
FBtr0330622	E(Pc)-RD	FBgn0000581	E(Pc)
FBtr0330623	E(Pc)-RE	FBgn0000581	E(Pc)
FBtr0088139	E(Pc)-RA	FBgn0000581	E(Pc)
FBtr0330621	E(Pc)-RC	FBgn0000581	E(Pc)
FBtr0088140	E(Pc)-RB	FBgn0000581	E(Pc)
FBti0019011-RA	FBti0019011	FBti0019011	FBti0019011
FBtr0088068	inv-RD	FBgn0001269	inv
FBtr0345673	inv-RE	FBgn0001269	inv
FBtr0088069	inv-RB	FBgn0001269	inv
FBtr0088095	en-RB	FBgn0000577	en
FBtr0088096	en-RA	FBgn0000577	en
FBtr0333070	tou-RF	FBgn0033636	tou
FBtr0333071	tou-RG	FBgn0033636	tou
FBtr0088091	tou-RA	FBgn0033636	tou
FBtr0113066	tou-RE	FBgn0033636	tou
FBtr0088094	tou-RB	FBgn0033636	tou
FBtr0113499	snoRNA:Psi28S-1936-RA	FBgn0082993	snoRNA:Psi28S-1936
FBtr0091640	snoRNA:Psi28S-1180-RA	FBgn0086658	snoRNA:Psi28S-1180
FBtr0333069	lncRNA:CR43907-RA	FBgn0264508	lncRNA:CR43907
FBtr0088090	Egm-RA	FBgn0086712	Egm
FBtr0300945	CG9005-RB	FBgn0033638	CG9005
FBtr0306029	CG9005-RC	FBgn0033638	CG9005
FBtr0479845	CG9005-RE	FBgn0033638	CG9005
FBtr0088089	CG9005-RA	FBgn0033638	CG9005
FBtr0113067	CG9003-RB	FBgn0033639	CG9003
FBtr0330634	CG9003-RG	FBgn0033639	CG9003
FBtr0113068	CG9003-RC	FBgn0033639	CG9003
FBtr0088088	CG9003-RA	FBgn0033639	CG9003
FBtr0330632	CG9003-RE	FBgn0033639	CG9003
FBtr0330633	CG9003-RF	FBgn0033639	CG9003
FBtr0113069	CG9003-RD	FBgn0033639	CG9003
FBtr0112421	CG34228-RA	FBgn0085257	CG34228
FBtr0088087	tRNA:Arg-TCT-1-1-RA	FBgn0050254	tRNA:Arg-TCT-1-1
FBtr0088071	tRNA:Met-CAT-1-1-RA	FBgn0011915	tRNA:Met-CAT-1-1
FBtr0302211	Roc2-RB	FBgn0044020	Roc2
FBtr0088085	Roc2-RA	FBgn0044020	Roc2
FBtr0088072	CG13198-RA	FBgn0033640	CG13198
FBtr0088086	tRNA:Met-CAT-1-2-RA	FBgn0011916	tRNA:Met-CAT-1-2
FBtr0088073	Tret1-1-RA	FBgn0050035	Tret1-1
FBtr0088074	Tret1-1-RB	FBgn0050035	Tret1-1
FBti0062540-RA	FBti0062540	FBti0062540	FBti0062540
FBtr0088075	Tret1-2-RA	FBgn0033644	Tret1-2
FBti0062541-RA	FBti0062541	FBti0062541	FBti0062541
FBtr0088077	Buffy-RA	FBgn0040491	Buffy
FBtr0088084	CG13196-RA	FBgn0033645	CG13196
FBtr0088083	wal-RB	FBgn0010516	wal
FBtr0088082	wal-RA	FBgn0010516	wal
FBtr0088078	CG13197-RA	FBgn0062449	CG13197
FBtr0345619	CG13197-RB	FBgn0062449	CG13197
FBtr0088081	Ir48a-RA	FBgn0053471	Ir48a
FBtr0088080	Ir48b-RA	FBgn0033648	Ir48b
FBtr0345796	lncRNA:CR45377-RA	FBgn0266926	lncRNA:CR45377
FBtr0113070	pyr-RB	FBgn0033649	pyr
FBtr0304622	ths-RB	FBgn0033652	ths
FBtr0088029	CG13193-RA	FBgn0033650	CG13193
FBtr0300507	CG42493-RA	FBgn0260007	CG42493
FBtr0088065	Ir48c-RB	FBgn0033651	Ir48c
FBtr0088030	ths-RA	FBgn0033652	ths
FBtr0088031	CG13192-RA	FBgn0033653	CG13192
FBtr0345677	Sobp-RB	FBgn0033654	Sobp
FBtr0088064	Sobp-RA	FBgn0033654	Sobp
FBtr0112422	CG34229-RA	FBgn0259832	CG34229
FBtr0088063	S2P-RA	FBgn0033656	S2P
FBtr0306061	CG43190-RA	FBgn0262819	CG43190
FBtr0339553	asRNA:CR44304-RA	FBgn0265363	asRNA:CR44304
FBtr0088032	Sln-RA	FBgn0033657	Sln
FBtr0332464	Mtor-RB	FBgn0013756	Mtor
FBtr0088033	Mtor-RA	FBgn0013756	Mtor
FBtr0112423	CG34230-RA	FBgn0085259	CG34230
FBtr0088062	Twdlbeta-RA	FBgn0033658	Twdlbeta
FBtr0347012	Damm-RB	FBgn0033659	Damm
FBtr0310322	CG42531-RB	FBgn0260436	CG42531
FBtr0300859	CG42531-RA	FBgn0260436	CG42531
FBtr0088061	Damm-RA	FBgn0033659	Damm
FBtr0300860	CR42532-RA	FBgn0260437	CR42532
FBtr0310323	CG13185-RD	FBgn0033661	CG13185
FBtr0088034	cuff-RA	FBgn0260932	cuff
FBtr0088058	ERp60-RA	FBgn0033663	ERp60
FBtr0345023	eEF1alpha1-RE	FBgn0284245	eEF1alpha1
FBtr0331927	eEF1alpha1-RC	FBgn0284245	eEF1alpha1
FBtr0088035	eEF1alpha1-RA	FBgn0284245	eEF1alpha1
FBtr0088037	snoRNA:Me28S-A1322-RA	FBgn0015543	snoRNA:Me28S-A1322
FBtr0345022	eEF1alpha1-RD	FBgn0284245	eEF1alpha1
FBtr0301431	MCPH1-RD	FBgn0260959	MCPH1
FBtr0301430	MCPH1-RC	FBgn0260959	MCPH1
FBtr0301428	MCPH1-RA	FBgn0260959	MCPH1
FBtr0301429	MCPH1-RB	FBgn0260959	MCPH1
FBtr0088038	Zip48C-RA	FBgn0033665	Zip48C
FBtr0088054	reb-RA	FBgn0033667	reb
FBtr0339554	lncRNA:CR44305-RA	FBgn0265364	lncRNA:CR44305
FBtr0339584	lncRNA:CR44312-RA	FBgn0265371	lncRNA:CR44312
FBtr0088039	exp-RA	FBgn0033668	exp
FBtr0088040	exp-RB	FBgn0033668	exp
FBtr0088052	PI31-RC	FBgn0033669	PI31
FBtr0310159	PI31-RF	FBgn0033669	PI31
FBtr0088051	PI31-RA	FBgn0033669	PI31
FBtr0310157	PI31-RD	FBgn0033669	PI31
FBtr0088053	PI31-RB	FBgn0033669	PI31
FBtr0346629	ADD1-RE	FBgn0026573	ADD1
FBtr0088041	ADD1-RB	FBgn0026573	ADD1
FBtr0088042	ADD1-RA	FBgn0026573	ADD1
FBtr0088050	CG30036-RA	FBgn0050036	CG30036
FBtr0088049	CG30037-RA	FBgn0050037	CG30037
FBtr0088048	GalT1-RB	FBgn0053145	GalT1
FBtr0088047	GalT1-RA	FBgn0053145	GalT1
FBtr0088046	RnrS-RA	FBgn0011704	RnrS
FBtr0344887	CG34231-RC	FBgn0085260	CG34231
FBtr0339555	rho-7-RB	FBgn0033672	rho-7
FBtr0088045	rho-7-RA	FBgn0033672	rho-7
FBtr0306003	CG8298-RC	FBgn0033673	CG8298
FBtr0088043	CG8298-RA	FBgn0033673	CG8298
FBtr0345660	lncRNA:CR45319-RB	FBgn0266858	lncRNA:CR45319
FBti0063009-RA	FBti0063009	FBti0063009	FBti0063009
FBtr0345659	lncRNA:CR45319-RA	FBgn0266858	lncRNA:CR45319
FBtr0345658	lncRNA:CR45318-RA	FBgn0266857	lncRNA:CR45318
FBtr0344879	otk-RB	FBgn0004839	otk
FBtr0088028	otk-RA	FBgn0004839	otk
FBtr0339556	lncRNA:CR44306-RA	FBgn0265365	lncRNA:CR44306
FBtr0088027	otk2-RA	FBgn0267728	otk2
FBtr0088024	Mppe-RA	FBgn0259985	Mppe
FBtr0339583	Mppe-RE	FBgn0259985	Mppe
FBtr0339582	Mppe-RD	FBgn0259985	Mppe
FBtr0088025	Mppe-RB	FBgn0259985	Mppe
FBtr0087974	pds5-RA	FBgn0260012	pds5
FBtr0306062	pds5-RB	FBgn0260012	pds5
FBtr0087975	CG8321-RA	FBgn0033677	CG8321
FBtr0344873	CG8321-RB	FBgn0033677	CG8321
FBtr0306063	CG43191-RA	FBgn0262820	CG43191
FBtr0087976	128up-RA	FBgn0010339	128up
FBtr0087977	RpIII128-RA	FBgn0004463	RpIII128
FBtr0330629	Drep1-RB	FBgn0024732	Drep1
FBtr0087978	Drep1-RA	FBgn0024732	Drep1
FBtr0088023	CG30039-RA	FBgn0050039	CG30039
FBtr0339581	CG44314-RC	FBgn0265373	CG44314
FBtr0339579	CG44314-RA	FBgn0265373	CG44314
FBtr0339580	CG44314-RB	FBgn0265373	CG44314
FBtr0087980	Drep3-RA	FBgn0028407	Drep3
FBtr0087979	Drep3-RB	FBgn0028407	Drep3
FBtr0088022	CG8888-RA	FBgn0033679	CG8888
FBtr0087981	CG13186-RA	FBgn0033680	CG13186
FBtr0333065	jeb-RB	FBgn0086677	jeb
FBtr0088021	jeb-RA	FBgn0086677	jeb
FBti0063016-RA	FBti0063016	FBti0063016	FBti0063016
FBti0063017-RA	FBti0063017	FBti0063017	FBti0063017
FBtr0333061	CG18343-RB	FBgn0033683	CG18343
FBtr0087982	CG18343-RA	FBgn0033683	CG18343
FBtr0088020	SkpB-RA	FBgn0026176	SkpB
FBtr0087983	Smyd4-4-RA	FBgn0027495	Smyd4-4
FBtr0479867	OSCP1-RB	FBgn0033685	OSCP1
FBtr0087984	Hen1-RA	FBgn0033686	Hen1
FBtr0088018	CG8878-RB	FBgn0027504	CG8878
FBtr0088017	CG8878-RA	FBgn0027504	CG8878
FBtr0333063	CG8878-RC	FBgn0027504	CG8878
FBtr0301127	CG8407-RB	FBgn0033687	CG8407
FBtr0087985	CG8407-RA	FBgn0033687	CG8407
FBtr0088016	Prp8-RA	FBgn0033688	Prp8
FBtr0304446	mir-988-RM	FBgn0262300	mir-988
FBtr0304447	mir-988-RA	FBtr0304447_df_nrg	FBtr0304447_df_nrg
FBtr0472803	mir-988-RB	FBtr0472803_df_nrg	FBtr0472803_df_nrg
FBtr0433533	scaRNA:PsiU2-55-RB	FBgn0263485	scaRNA:PsiU2-55
FBtr0309784	scaRNA:PsiU2-55-RA	FBgn0263485	scaRNA:PsiU2-55
FBtr0345490	CG13177-RB	FBgn0040759	CG13177
FBtr0112772	CG13177-RA	FBgn0040759	CG13177
FBtr0112426	CG34232-RB	FBgn0085261	CG34232
FBtr0112425	CG34232-RA	FBgn0085261	CG34232
FBtr0345491	CG34232-RC	FBgn0085261	CG34232
FBtr0088015	Oda-RB	FBgn0014184	Oda
FBtr0088013	Oda-RA	FBgn0014184	Oda
FBtr0088014	Oda-RC	FBgn0014184	Oda
FBtr0087986	SmD3-RA	FBgn0023167	SmD3
FBtr0347470	lncRNA:CR46194-RA	FBgn0267913	lncRNA:CR46194
FBtr0347471	lncRNA:CR46194-RB	FBgn0267913	lncRNA:CR46194
FBtr0304375	mir-281-2-RM	FBgn0286007	mir-281-2
FBtr0304377	mir-281-2-RB	FBtr0304377_df_nrg	FBtr0304377_df_nrg
FBtr0304376	mir-281-2-RA	FBtr0304376_df_nrg	FBtr0304376_df_nrg
FBtr0304285	mir-281-1-RM	FBgn0286006	mir-281-1
FBtr0304287	mir-281-1-RB	FBtr0304287_df_nrg	FBtr0304287_df_nrg
FBtr0304286	mir-281-1-RA	FBtr0304286_df_nrg	FBtr0304286_df_nrg
FBtr0087987	CCT5-RA	FBgn0010621	CCT5
FBtr0087988	CCT5-RB	FBgn0010621	CCT5
FBtr0088012	EndoG-RA	FBgn0033690	EndoG
FBtr0345473	asRNA:CR45264-RA	FBgn0266802	asRNA:CR45264
FBtr0088011	CG8860-RA	FBgn0033691	CG8860
FBtr0339595	wash-RB	FBgn0033692	wash
FBtr0087989	wash-RA	FBgn0033692	wash
FBtr0100005	CG33964-RA	FBgn0053964	CG33964
FBtr0100143	CG13175-RA	FBgn0033693	CG13175
FBtr0088010	SmF-RA	FBgn0000426	SmF
FBtr0087992	Cyp6g1-RA	FBgn0025454	Cyp6g1
FBtr0339596	Cyp6g1-RB	FBgn0025454	Cyp6g1
FBtr0088009	Cyp6g2-RA	FBgn0033696	Cyp6g2
FBtr0087993	Cyp6t3-RA	FBgn0033697	Cyp6t3
FBtr0088008	CG8858-RA	FBgn0033698	CG8858
FBtr0088007	RpS11-RC	FBgn0033699	RpS11
FBtr0111042	snoRNA:Me28S-C3420b-RA	FBgn0083989	snoRNA:Me28S-C3420b
FBtr0088006	RpS11-RB	FBgn0033699	RpS11
FBtr0111041	snoRNA:Me28S-C3420a-RA	FBgn0083988	snoRNA:Me28S-C3420a
FBtr0345530	lncRNA:CR45276-RA	FBgn0266814	lncRNA:CR45276
FBtr0479719	lncRNA:CR45276-RB	FBgn0266814	lncRNA:CR45276
FBtr0303037	Sr-CII-RB	FBgn0020377	Sr-CII
FBtr0088004	Sr-CII-RA	FBgn0020377	Sr-CII
FBtr0087995	CG13171-RA	FBgn0033701	CG13171
FBtr0331944	CG8854-RC	FBgn0033702	CG8854
FBtr0114562	CG8854-RB	FBgn0033702	CG8854
FBtr0339587	lncRNA:CR44313-RA	FBgn0265372	lncRNA:CR44313
FBtr0087996	CG13170-RA	FBgn0033703	CG13170
FBtr0306901	CG43315-RB	FBgn0263020	CG43315
FBtr0306900	CG43315-RA	FBgn0263020	CG43315
FBtr0306902	CG43316-RA	FBgn0263021	CG43316
FBtr0306303	CG43244-RA	FBgn0262889	CG43244
FBtr0339586	lncRNA:CR44315-RA	FBgn0265374	lncRNA:CR44315
FBti0063018-RA	FBti0063018	FBti0063018	FBti0063018
FBtr0087998	CG13168-RC	FBgn0033705	CG13168
FBtr0087999	CG13168-RB	FBgn0033705	CG13168
FBtr0339585	CG13168-RD	FBgn0033705	CG13168
FBtr0088000	Vha36-2-RA	FBgn0033706	Vha36-2
FBtr0304963	Cam-RC	FBgn0000253	Cam
FBtr0088001	Cam-RA	FBgn0000253	Cam
FBtr0332931	lncRNA:CR43900-RA	FBgn0264501	lncRNA:CR43900
FBtr0345018	Cam-RE	FBgn0000253	Cam
FBtr0304964	Cam-RD	FBgn0000253	Cam
FBtr0088002	Cam-RB	FBgn0000253	Cam
FBtr0302922	CG42700-RC	FBgn0261611	CG42700
FBtr0345481	CG42700-RH	FBgn0261611	CG42700
FBtr0345483	CG42700-RJ	FBgn0261611	CG42700
FBtr0345482	CG42700-RI	FBgn0261611	CG42700
FBtr0332922	CG42700-RE	FBgn0261611	CG42700
FBtr0332924	CG42700-RG	FBgn0261611	CG42700
FBtr0302923	CG42700-RD	FBgn0261611	CG42700
FBtr0332923	CG42700-RF	FBgn0261611	CG42700
FBtr0345484	asRNA:CR45271-RA	FBgn0266809	asRNA:CR45271
FBtr0087972	CG8850-RB	FBgn0033708	CG8850
FBtr0087973	CG8850-RA	FBgn0033708	CG8850
FBtr0089671	salto-RE	FBgn0061197	salto
FBtr0089670	salto-RC	FBgn0061197	salto
FBtr0089669	salto-RA	FBgn0061197	salto
FBtr0089668	salto-RG	FBgn0061197	salto
FBtr0087893	CG17739-RA	FBgn0033710	CG17739
FBtr0273303	CG30203-RB	FBgn0050203	CG30203
FBtr0339627	CG30046-RC	FBgn0050046	CG30046
FBtr0087895	CG30046-RB	FBgn0050046	CG30046
FBti0063031-RA	FBti0063031	FBti0063031	FBti0063031
FBtr0339632	lncRNA:CR44316-RA	FBgn0265375	lncRNA:CR44316
FBtr0339628	mIF3-RB	FBgn0033712	mIF3
FBtr0472670	mIF3-RC	FBgn0033712	mIF3
FBtr0087896	mIF3-RA	FBgn0033712	mIF3
FBtr0087965	CG8841-RA	FBgn0033713	CG8841
FBtr0087966	CG8841-RB	FBgn0033713	CG8841
FBtr0087964	CG8841-RC	FBgn0033713	CG8841
FBtr0305075	garz-RC	FBgn0264560	garz
